repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,noise_seed,sampled_cmapss_prediction_error,perturbed_surrogate_rul_input,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
770,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100811,33.85093835864186,81.40120932042876,0.34879032543656985,0.4,13.951613017462794,3,34.87903254365698,3,40.0,5
770,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100811,-72.25919111369575,22.554905489377006,0.8195607560849839,0.5333333333333333,43.70990699119914,2,81.9560756084984,1,60.0,4
771,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100812,27.096110903342147,59.41241603247785,0.5247006717401772,0.6666666666666667,34.98004478267848,1,52.47006717401772,1,80.0,2
771,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100812,69.36398986634367,191.18028883736972,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
771,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100812,-5.0154740299367395,167.96901309208081,0.0,0.8,0.0,4,0.0,4,80.0,2
771,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100812,35.46375316902752,83.01402413081442,0.33588780695348464,0.4,13.435512278139385,2,33.58878069534846,2,40.0,5
771,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100812,6.92872238975679,101.74281899282954,0.18605744805736368,0.5333333333333333,9.92306389639273,3,18.605744805736368,3,60.0,4
772,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100813,-17.81275707468674,14.503548054448967,0.8839716155644083,0.6666666666666667,58.93144103762723,1,88.39716155644084,2,80.0,2
772,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100813,-52.4300023194054,69.38629665162064,0.44490962678703483,0.9333333333333333,41.52489850012325,2,44.49096267870348,3,100.0,1
772,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100813,47.429271703680975,220.41375882569852,0.0,0.8,0.0,4,0.0,4,80.0,2
772,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100813,-45.18691426908523,2.3633566927016787,0.9810931464583865,0.4,39.243725858335466,3,98.10931464583865,1,40.0,5
772,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100813,37.05181521618423,131.86591181925698,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
773,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100814,-29.27525456840922,3.041050560726486,0.9756715955141881,0.6666666666666667,65.04477303427922,1,97.56715955141881,1,80.0,2
773,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100814,53.61065955985894,175.42695853088497,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
773,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100814,7.983255736688002,180.96774285870555,0.0,0.8,0.0,4,0.0,4,80.0,2
773,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100814,46.82318770455843,94.37345866634533,0.24501233066923733,0.4,9.800493226769493,3,24.50123306692373,3,40.0,5
773,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100814,-36.133217192433015,58.68087941063974,0.5305529647148821,0.5333333333333333,28.296158118127046,2,53.05529647148821,2,60.0,4
774,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100815,-3.1018003754761407,29.214504753659565,0.7662839619707235,0.6666666666666667,51.0855974647149,1,76.62839619707235,1,80.0,2
774,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100815,9.296222676598052,131.1125216476241,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
774,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100815,33.690401550739445,206.674888672757,0.0,0.8,0.0,4,0.0,4,80.0,2
774,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100815,23.42058395809025,70.97085491987715,0.4322331606409827,0.4,17.28932642563931,2,43.22331606409827,2,40.0,5
774,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100815,26.496546626337366,121.31064322941012,0.029514854164719106,0.5333333333333333,1.5741255554516858,3,2.9514854164719106,3,60.0,4
775,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100816,-2.0696764881661407,30.246628640969565,0.7580269708722435,0.6666666666666667,50.5351313914829,2,75.80269708722435,1,80.0,2
775,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100816,-65.9856956330689,55.83060333795714,0.5533551732963429,0.9333333333333333,51.646482840992,1,55.335517329634285,2,100.0,1
775,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100816,2.7674511050479618,175.75193822706552,0.0,0.8,0.0,5,0.0,5,80.0,2
775,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100816,24.264376507138454,71.81464746892536,0.4254828202485972,0.4,17.019312809943887,3,42.548282024859716,3,40.0,5
775,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100816,24.83056473477487,119.64466133784762,0.042842709297219006,0.5333333333333333,2.2849444958516805,4,4.284270929721901,4,60.0,4
776,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100817,24.85354575819446,57.16985088733017,0.5426411929013586,0.6666666666666667,36.17607952675724,2,54.26411929013586,2,80.0,2
776,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100817,12.0722141611591,133.88851313218515,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
776,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100817,-29.64257121168887,143.34191591032868,0.0,0.8,0.0,3,0.0,3,80.0,2
776,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100817,-117.88989050986098,0.0,1.0,0.4,40.0,1,100.0,1,40.0,5
776,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100817,70.34739337382797,165.16148997690073,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
777,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100818,11.165097367987673,43.48140249712338,0.6521487800230129,0.6666666666666667,43.47658533486753,1,65.21487800230129,1,80.0,2
777,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100818,-33.426252722219765,88.39004624880627,0.29287963000954986,0.9333333333333333,27.335432134224654,2,29.287963000954985,3,100.0,1
777,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100818,17.183706942002747,190.1681940640203,0.0,0.8,0.0,4,0.0,4,80.0,2
777,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100818,26.593361797293372,74.14363275908028,0.4068509379273578,0.4,16.274037517094314,3,40.685093792735785,2,40.0,5
777,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100818,33.49479563349659,128.30889223656933,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
778,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100819,23.610816098688648,55.92712122782436,0.5525830301774051,0.6666666666666667,36.838868678493675,1,55.25830301774051,1,80.0,2
778,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100819,29.2349089285585,151.05120789958454,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
778,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100819,2.5306049121085197,175.51509203412607,0.0,0.8,0.0,4,0.0,4,80.0,2
778,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100819,38.22422127728462,85.77449223907152,0.31380406208742784,0.4,12.552162483497113,3,31.380406208742784,2,40.0,5
778,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100819,-2.9621052549161666,91.85199134815659,0.26518406921474724,0.5333333333333333,14.143150358119852,2,26.518406921474725,3,60.0,4
779,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100820,-61.06623402562416,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
779,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100820,-15.199216621557536,106.6170823494685,0.14706334120425202,0.9333333333333333,13.72591184573019,3,14.706334120425202,3,100.0,1
779,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100820,6.210213723761147,179.1947008457787,0.0,0.8,0.0,5,0.0,5,80.0,2
779,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100820,-31.10196269762312,16.44830826416379,0.8684135338866896,0.4,34.73654135546759,2,86.84135338866896,2,40.0,5
779,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100820,18.30107206334093,113.11516866641368,0.09507865066869059,0.5333333333333333,5.070861368996831,4,9.507865066869059,4,60.0,4
780,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100821,18.978332558724464,51.294637687860174,0.5896428984971186,0.6666666666666667,39.30952656647458,1,58.96428984971186,1,80.0,2
780,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100821,0.907186238964841,122.72348520999088,0.018212118320072967,0.9333333333333333,1.699797709873477,3,1.8212118320072967,3,100.0,1
780,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100821,6.292429300820285,179.27691642283784,0.0,0.8,0.0,4,0.0,4,80.0,2
780,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100821,31.503459682956052,79.05373064474296,0.36757015484205635,0.4,14.702806193682257,2,36.75701548420564,2,40.0,5
780,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100821,38.76917556756522,133.58327217063797,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
781,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100822,7.903962689560065,40.220267818695774,0.6782378574504337,0.6666666666666667,45.21585716336226,1,67.82378574504338,1,80.0,2
781,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100822,21.280129406653092,143.09642837767913,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
781,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100822,12.220976816812456,185.20546393883,0.0,0.8,0.0,4,0.0,4,80.0,2
781,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100822,2.9924127811447407,50.54268374293165,0.5956585300565468,0.4,23.826341202261872,2,59.56585300565468,2,40.0,5
781,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100822,10.901686422569501,105.71578302564225,0.15427373579486203,0.5333333333333333,8.227932575725976,3,15.427373579486204,3,60.0,4
782,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100823,-68.10484361744204,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
782,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100823,-57.11632773901018,64.69997123201586,0.4824002301438731,0.9333333333333333,45.024021480094824,2,48.24002301438731,2,100.0,1
782,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100823,-14.150694541743473,158.8337925802741,0.0,0.8,0.0,5,0.0,5,80.0,2
782,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100823,22.44880111347803,69.99907207526493,0.44000742339788057,0.4,17.60029693591522,3,44.000742339788054,3,40.0,5
782,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100823,-7.44268305924935,87.37141354382341,0.3010286916494127,0.5333333333333333,16.054863554635343,4,30.10286916494127,4,60.0,4
783,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100824,-1.0185283548719646,31.297776774263742,0.7496177858058901,0.6666666666666667,49.97451905372601,1,74.96177858058901,2,80.0,2
783,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100824,-21.43432507446744,100.3819738965586,0.19694420882753116,0.9333333333333333,18.381459490569576,3,19.694420882753118,4,100.0,1
783,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100824,33.12132620098394,206.10581332300148,0.0,0.8,0.0,5,0.0,5,80.0,2
783,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100824,-29.285352637887538,18.26491832389937,0.853880653408805,0.4,34.155226136352205,2,85.3880653408805,1,40.0,5
783,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100824,4.105368040878692,98.91946464395144,0.20864428284838843,0.5333333333333333,11.127695085247383,4,20.864428284838844,3,60.0,4
784,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100825,15.244184060966194,47.560489190101904,0.6195160864791848,0.6666666666666667,41.301072431945656,1,61.951608647918476,1,80.0,2
784,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100825,35.733503632776866,157.5498026038029,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
784,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100825,-71.1274575772268,101.85702954479075,0.18514376364167406,0.8,14.811501091333927,2,18.514376364167408,3,80.0,2
784,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100825,31.469362315450613,79.01963327723752,0.36784293378209987,0.4,14.713717351283996,3,36.78429337820999,2,40.0,5
784,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100825,26.359081780349985,121.17317838342274,0.030614572932618156,0.5333333333333333,1.6327772230729682,4,3.0614572932618156,4,60.0,4
785,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100826,-2.332699319224015,29.98360580991169,0.7601311535207065,0.6666666666666667,50.675410234713766,1,76.01311535207064,1,80.0,2
785,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100826,16.571195378222786,138.38749434924884,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
785,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100826,20.890925909498794,193.87541303151636,0.0,0.8,0.0,3,0.0,3,80.0,2
785,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100826,17.95295342059389,65.5032243823808,0.47597420494095366,0.4,19.038968197638148,2,47.59742049409537,2,40.0,5
785,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100826,39.008013094151615,133.82210969722436,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
786,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100827,-0.8101306541819709,31.506174474953735,0.7479506042003701,0.6666666666666667,49.86337361335801,1,74.795060420037,1,80.0,2
786,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100827,22.90010959850426,144.7164085695303,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
786,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100827,17.526298970818235,190.5107860928358,0.0,0.8,0.0,3,0.0,3,80.0,2
786,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100827,0.9085648140556984,48.45883577584261,0.6123293137932591,0.4,24.493172551730364,2,61.232931379325905,2,40.0,5
786,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100827,68.9054141255133,163.71951072858604,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
787,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100828,0.467407407736549,32.78371253687226,0.7377302997050219,0.6666666666666667,49.1820199803348,1,73.7730299705022,1,80.0,2
787,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100828,5.25875749637729,127.07505646740333,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
787,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100828,23.09642296198084,196.0809100839984,0.0,0.8,0.0,4,0.0,4,80.0,2
787,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100828,-8.02317615490136,39.52709480688554,0.6837832415449157,0.4,27.351329661796626,2,68.37832415449157,2,40.0,5
787,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100828,28.982050627601158,123.79614723067391,0.009630822154608754,0.5333333333333333,0.5136438482458002,3,0.9630822154608754,3,60.0,4
788,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100829,14.537992268698051,46.85429739783376,0.62516562081733,0.6666666666666667,41.67770805448867,1,62.516562081733,1,80.0,2
788,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100829,-5.589113847085026,116.22718512394101,0.07018251900847194,0.9333333333333333,6.550368440790715,4,7.018251900847194,4,100.0,1
788,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100829,-40.29186487706638,132.69262224495117,0.0,0.8,0.0,5,0.0,5,80.0,2
788,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100829,-0.25960720002783255,47.29066376175908,0.6216746899059273,0.4,24.866987596237095,2,62.16746899059273,2,40.0,5
788,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100829,-14.838013219552035,79.97608338352072,0.36019133293183425,0.5333333333333333,19.210204423031158,3,36.01913329318342,3,60.0,4
789,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100830,30.11402610515555,62.43033123429126,0.5005573501256699,0.6666666666666667,33.370490008378,2,50.05573501256699,3,80.0,2
789,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100830,58.45115231807322,180.26745128909926,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
789,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100830,5.2868594399749655,178.27134656199252,0.0,0.8,0.0,4,0.0,4,80.0,2
789,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100830,6.524814007656912,54.07508496944382,0.5673993202444494,0.4,22.695972809777977,3,56.73993202444494,2,40.0,5
789,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100830,-96.38987633953278,0.0,1.0,0.5333333333333333,53.333333333333336,1,100.0,1,60.0,4
790,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100831,-6.431336067726266,25.88496906140944,0.7929202475087245,0.6666666666666667,52.861349833914964,1,79.29202475087244,2,80.0,2
790,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100831,45.61078265089538,167.42708162192142,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
790,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100831,29.656206978451653,202.6406941004692,0.0,0.8,0.0,4,0.0,4,80.0,2
790,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100831,-10.982233988086332,36.56803697370057,0.7074557042103955,0.4,28.298228168415818,3,70.74557042103955,3,40.0,5
790,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100831,-76.8753482299387,17.93874837313406,0.8564900130149276,0.5333333333333333,45.67946736079614,2,85.64900130149276,1,60.0,4
791,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100832,-31.27714435630747,1.039160772828236,0.9916867138173742,0.6666666666666667,66.11244758782495,1,99.16867138173741,1,80.0,2
791,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100832,-17.24192310194255,104.5743758690835,0.16340499304733203,0.9333333333333333,15.251132684417657,3,16.340499304733203,3,100.0,1
791,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100832,2.209913287439055,175.19440040945662,0.0,0.8,0.0,4,0.0,4,80.0,2
791,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100832,-26.591713616058893,20.958557345728014,0.8323315412341759,0.4,33.29326164936704,2,83.23315412341759,2,40.0,5
791,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100832,44.650337939073246,139.464434542146,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
792,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100833,18.57719213584131,50.893497264977015,0.5928520218801838,0.6666666666666667,39.523468125345595,2,59.28520218801838,3,80.0,2
792,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100833,3.36594355890177,125.18224252992782,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
792,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100833,23.715186475176697,196.69967359719425,0.0,0.8,0.0,4,0.0,4,80.0,2
792,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100833,-1.8328450751485716,45.71742588663834,0.6342605929068933,0.4,25.370423716275734,3,63.42605929068933,2,40.0,5
792,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100833,-96.20306610599017,0.0,1.0,0.5333333333333333,53.333333333333336,1,100.0,1,60.0,4
793,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100834,-18.335931285203227,13.98037384393248,0.8881570092485401,0.6666666666666667,59.210467283236014,1,88.81570092485401,1,80.0,2
793,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100834,3.953850987593232,125.77014995861927,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
793,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100834,-0.25183389675482737,172.73265322526274,0.0,0.8,0.0,4,0.0,4,80.0,2
793,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100834,29.56141547966823,77.11168644145513,0.3831065084683589,0.4,15.324260338734357,3,38.31065084683589,3,40.0,5
793,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100834,-20.407368614434372,74.40672798863838,0.4047461760908929,0.5333333333333333,21.58646272484762,2,40.47461760908929,2,60.0,4
794,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100835,5.150558663668853,37.46686379280456,0.7002650896575635,0.6666666666666667,46.684339310504235,1,70.02650896575635,1,80.0,2
794,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100835,11.710265579082684,133.52656455010873,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
794,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100835,14.3607176740632,187.34520479608076,0.0,0.8,0.0,4,0.0,4,80.0,2
794,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100835,38.32741706918657,85.87768803097347,0.31297849575221226,0.4,12.519139830088491,3,31.297849575221225,3,40.0,5
